,Unnamed: 0,gameId,playId,nflId,displayName,frameId,time,jerseyNumber,club,playDirection,x,y,s,a,dis,o,dir,event
10869995,89369,2022102700,3806,38557.0,Kevin Zeitler,15,2022-10-27 23:03:42.099999,70.0,BAL,right,92.59,22.64,0.99,0.43,0.11,88.79,106.03,
10869996,89370,2022102700,3806,38557.0,Kevin Zeitler,16,2022-10-27 23:03:42.200000,70.0,BAL,right,92.69,22.58,1.02,0.54,0.12,87.46,113.39,
10869997,89371,2022102700,3806,38557.0,Kevin Zeitler,17,2022-10-27 23:03:42.299999,70.0,BAL,right,92.77,22.55,0.91,0.68,0.08,88.37,115.36,
10869998,89372,2022102700,3806,38557.0,Kevin Zeitler,18,2022-10-27 23:03:42.400000,70.0,BAL,right,92.84,22.52,0.81,0.79,0.08,90.02,118.13,
10869999,89373,2022102700,3806,38557.0,Kevin Zeitler,19,2022-10-27 23:03:42.500000,70.0,BAL,right,92.9,22.49,0.71,0.85,0.07,92.39,119.38,handoff
10870000,89374,2022102700,3806,38557.0,Kevin Zeitler,20,2022-10-27 23:03:42.599999,70.0,BAL,right,92.96,22.46,0.64,0.82,0.07,97.07,123.4,
10870001,89375,2022102700,3806,38557.0,Kevin Zeitler,21,2022-10-27 23:03:42.700000,70.0,BAL,right,93.01,22.44,0.51,0.91,0.05,105.3,120.06,
10870002,89376,2022102700,3806,38557.0,Kevin Zeitler,22,2022-10-27 23:03:42.799999,70.0,BAL,right,93.05,22.42,0.39,0.93,0.04,109.3,122.18,
10870003,89377,2022102700,3806,38557.0,Kevin Zeitler,23,2022-10-27 23:03:42.900000,70.0,BAL,right,93.05,22.38,0.31,1.04,0.04,112.27,155.33,
10870004,89378,2022102700,3806,38557.0,Kevin Zeitler,24,2022-10-27 23:03:43.000000,70.0,BAL,right,93.05,22.35,0.32,1.02,0.04,113.32,186.2,
10870005,89379,2022102700,3806,38557.0,Kevin Zeitler,25,2022-10-27 23:03:43.099999,70.0,BAL,right,93.03,22.29,0.51,1.07,0.06,116.13,203.94,
10870006,89380,2022102700,3806,38557.0,Kevin Zeitler,26,2022-10-27 23:03:43.200000,70.0,BAL,right,93.0,22.23,0.65,1.03,0.07,118.31,210.44,
10870007,89381,2022102700,3806,38557.0,Kevin Zeitler,27,2022-10-27 23:03:43.299999,70.0,BAL,right,92.96,22.16,0.78,0.87,0.08,120.64,212.74,
10870008,89382,2022102700,3806,38557.0,Kevin Zeitler,28,2022-10-27 23:03:43.400000,70.0,BAL,right,92.98,22.08,0.79,0.48,0.09,125.1,192.25,
10870009,89383,2022102700,3806,38557.0,Kevin Zeitler,29,2022-10-27 23:03:43.500000,70.0,BAL,right,92.96,22.0,0.85,0.45,0.08,124.38,190.53,
10870010,89384,2022102700,3806,38557.0,Kevin Zeitler,30,2022-10-27 23:03:43.599999,70.0,BAL,right,92.94,21.9,0.92,0.49,0.1,124.38,188.13,
10870011,89385,2022102700,3806,38557.0,Kevin Zeitler,31,2022-10-27 23:03:43.700000,70.0,BAL,right,92.93,21.81,0.91,0.57,0.09,126.18,185.1,
10870012,89386,2022102700,3806,38557.0,Kevin Zeitler,32,2022-10-27 23:03:43.799999,70.0,BAL,right,92.93,21.73,0.86,0.57,0.08,122.35,180.56,
10870013,89387,2022102700,3806,38557.0,Kevin Zeitler,33,2022-10-27 23:03:43.900000,70.0,BAL,right,92.93,21.64,0.88,0.4,0.09,119.06,180.14,
10870014,89388,2022102700,3806,38557.0,Kevin Zeitler,34,2022-10-27 23:03:44.000000,70.0,BAL,right,92.93,21.54,0.9,0.35,0.09,116.14,178.71,
10870015,89389,2022102700,3806,38557.0,Kevin Zeitler,35,2022-10-27 23:03:44.099999,70.0,BAL,right,92.93,21.43,0.99,0.21,0.11,114.08,176.5,
10870016,89390,2022102700,3806,38557.0,Kevin Zeitler,36,2022-10-27 23:03:44.200000,70.0,BAL,right,92.96,21.3,1.21,0.42,0.14,113.29,169.09,
10870017,89391,2022102700,3806,38557.0,Kevin Zeitler,37,2022-10-27 23:03:44.299999,70.0,BAL,right,92.99,21.16,1.32,0.51,0.14,114.17,167.8,
10870018,89392,2022102700,3806,38557.0,Kevin Zeitler,38,2022-10-27 23:03:44.400000,70.0,BAL,right,93.02,21.03,1.36,0.32,0.13,114.17,166.29,
10870019,89393,2022102700,3806,38557.0,Kevin Zeitler,39,2022-10-27 23:03:44.500000,70.0,BAL,right,93.06,20.9,1.37,0.35,0.14,117.99,163.11,
10870020,89394,2022102700,3806,38557.0,Kevin Zeitler,40,2022-10-27 23:03:44.599999,70.0,BAL,right,93.09,20.77,1.34,0.35,0.13,119.32,164.96,
10870021,89395,2022102700,3806,38557.0,Kevin Zeitler,41,2022-10-27 23:03:44.700000,70.0,BAL,right,93.12,20.64,1.29,0.56,0.13,119.32,167.95,
10870022,89396,2022102700,3806,38557.0,Kevin Zeitler,42,2022-10-27 23:03:44.799999,70.0,BAL,right,93.14,20.52,1.25,0.69,0.13,124.47,168.68,first_contact
10870023,89397,2022102700,3806,38557.0,Kevin Zeitler,43,2022-10-27 23:03:44.900000,70.0,BAL,right,93.16,20.39,1.23,0.74,0.13,127.9,171.94,
10870024,89398,2022102700,3806,38557.0,Kevin Zeitler,44,2022-10-27 23:03:45.000000,70.0,BAL,right,93.17,20.26,1.23,0.73,0.13,134.4,175.53,
10870025,89399,2022102700,3806,38557.0,Kevin Zeitler,45,2022-10-27 23:03:45.099999,70.0,BAL,right,93.17,20.13,1.21,0.71,0.13,138.22,178.23,
10870026,89400,2022102700,3806,38557.0,Kevin Zeitler,46,2022-10-27 23:03:45.200000,70.0,BAL,right,93.18,20.0,1.22,0.6,0.13,146.0,178.84,
10870027,89401,2022102700,3806,38557.0,Kevin Zeitler,47,2022-10-27 23:03:45.299999,70.0,BAL,right,93.18,19.87,1.22,0.45,0.13,155.13,181.05,
10870028,89402,2022102700,3806,38557.0,Kevin Zeitler,48,2022-10-27 23:03:45.400000,70.0,BAL,right,93.17,19.73,1.23,0.48,0.13,157.64,184.35,
10870029,89403,2022102700,3806,38557.0,Kevin Zeitler,49,2022-10-27 23:03:45.500000,70.0,BAL,right,93.15,19.59,1.31,0.38,0.15,170.3,186.16,
10870030,89404,2022102700,3806,38557.0,Kevin Zeitler,50,2022-10-27 23:03:45.599999,70.0,BAL,right,93.14,19.45,1.33,0.35,0.14,178.41,186.84,
10870031,89405,2022102700,3806,38557.0,Kevin Zeitler,51,2022-10-27 23:03:45.700000,70.0,BAL,right,93.12,19.31,1.34,0.38,0.14,186.02,188.03,
10870032,89406,2022102700,3806,38557.0,Kevin Zeitler,52,2022-10-27 23:03:45.799999,70.0,BAL,right,93.1,19.17,1.32,0.47,0.14,190.61,188.82,
10870033,89407,2022102700,3806,38557.0,Kevin Zeitler,53,2022-10-27 23:03:45.900000,70.0,BAL,right,93.08,19.04,1.25,0.61,0.13,188.49,187.71,
10870034,89408,2022102700,3806,38557.0,Kevin Zeitler,54,2022-10-27 23:03:46.000000,70.0,BAL,right,93.07,18.92,1.18,0.73,0.12,183.19,186.57,
10870035,89409,2022102700,3806,38557.0,Kevin Zeitler,55,2022-10-27 23:03:46.099999,70.0,BAL,right,93.07,18.8,1.16,0.7,0.13,180.0,185.16,
10870036,89410,2022102700,3806,38557.0,Kevin Zeitler,56,2022-10-27 23:03:46.200000,70.0,BAL,right,93.06,18.65,1.23,0.51,0.14,174.22,183.05,
10870037,89411,2022102700,3806,38557.0,Kevin Zeitler,57,2022-10-27 23:03:46.299999,70.0,BAL,right,93.07,18.52,1.23,0.54,0.13,171.34,178.64,
10870038,89412,2022102700,3806,38557.0,Kevin Zeitler,58,2022-10-27 23:03:46.400000,70.0,BAL,right,93.1,18.4,1.2,0.69,0.13,167.76,171.88,
10870039,89413,2022102700,3806,38557.0,Kevin Zeitler,59,2022-10-27 23:03:46.500000,70.0,BAL,right,93.12,18.29,1.16,0.76,0.12,160.76,167.2,
10870040,89414,2022102700,3806,38557.0,Kevin Zeitler,60,2022-10-27 23:03:46.599999,70.0,BAL,right,93.16,18.19,1.07,0.92,0.1,156.59,161.04,
10870041,89415,2022102700,3806,38557.0,Kevin Zeitler,61,2022-10-27 23:03:46.700000,70.0,BAL,right,93.21,18.11,0.98,1.15,0.1,154.31,152.22,
10870042,89416,2022102700,3806,38557.0,Kevin Zeitler,62,2022-10-27 23:03:46.799999,70.0,BAL,right,93.26,18.02,0.96,1.03,0.1,150.75,146.7,
10870043,89417,2022102700,3806,38557.0,Kevin Zeitler,63,2022-10-27 23:03:46.900000,70.0,BAL,right,93.33,17.93,0.99,0.87,0.11,143.06,140.47,
10870044,89418,2022102700,3806,38557.0,Kevin Zeitler,64,2022-10-27 23:03:47.000000,70.0,BAL,right,93.4,17.86,1.02,0.7,0.11,138.76,135.63,
10870045,89419,2022102700,3806,38557.0,Kevin Zeitler,65,2022-10-27 23:03:47.099999,70.0,BAL,right,93.48,17.77,1.06,0.36,0.11,135.92,135.87,
10870046,89420,2022102700,3806,38557.0,Kevin Zeitler,66,2022-10-27 23:03:47.200000,70.0,BAL,right,93.56,17.69,1.1,0.25,0.11,132.97,133.06,
10870047,89421,2022102700,3806,38557.0,Kevin Zeitler,67,2022-10-27 23:03:47.299999,70.0,BAL,right,93.65,17.6,1.17,0.14,0.13,127.35,132.41,
10870048,89422,2022102700,3806,38557.0,Kevin Zeitler,68,2022-10-27 23:03:47.400000,70.0,BAL,right,93.75,17.53,1.19,0.19,0.12,125.55,129.77,
10870049,89423,2022102700,3806,38557.0,Kevin Zeitler,69,2022-10-27 23:03:47.500000,70.0,BAL,right,93.84,17.46,1.18,0.32,0.12,124.51,127.21,
10870050,89424,2022102700,3806,38557.0,Kevin Zeitler,70,2022-10-27 23:03:47.599999,70.0,BAL,right,93.94,17.4,1.15,0.55,0.12,123.88,122.82,tackle
10870051,89425,2022102700,3806,38557.0,Kevin Zeitler,71,2022-10-27 23:03:47.700000,70.0,BAL,right,94.03,17.34,1.09,0.74,0.11,123.88,118.75,
10870052,89426,2022102700,3806,38557.0,Kevin Zeitler,72,2022-10-27 23:03:47.799999,70.0,BAL,right,94.13,17.3,1.05,0.9,0.11,123.2,112.86,
10870053,89427,2022102700,3806,38557.0,Kevin Zeitler,73,2022-10-27 23:03:47.900000,70.0,BAL,right,94.23,17.27,1.0,0.97,0.1,122.56,106.86,
10870054,89428,2022102700,3806,38557.0,Kevin Zeitler,74,2022-10-27 23:03:48.000000,70.0,BAL,right,94.33,17.25,0.98,0.95,0.1,122.56,100.02,
10870055,89429,2022102700,3806,38588.0,Lavonte David,1,2022-10-27 23:03:40.700000,54.0,TB,right,93.45,31.1,1.1,0.95,0.11,271.95,0.37,
10870056,89430,2022102700,3806,38588.0,Lavonte David,2,2022-10-27 23:03:40.799999,54.0,TB,right,93.45,31.22,1.31,1.37,0.12,273.85,2.57,
10870057,89431,2022102700,3806,38588.0,Lavonte David,3,2022-10-27 23:03:40.900000,54.0,TB,right,93.46,31.38,1.64,1.81,0.16,276.67,5.87,
10870058,89432,2022102700,3806,38588.0,Lavonte David,4,2022-10-27 23:03:41.000000,54.0,TB,right,93.49,31.55,1.83,1.71,0.18,280.14,9.79,
10870059,89433,2022102700,3806,38588.0,Lavonte David,5,2022-10-27 23:03:41.099999,54.0,TB,right,93.53,31.74,2.0,1.47,0.19,282.4,11.42,
10870060,89434,2022102700,3806,38588.0,Lavonte David,6,2022-10-27 23:03:41.200000,54.0,TB,right,93.57,31.95,2.19,1.32,0.21,282.4,11.68,ball_snap
10870061,89435,2022102700,3806,38588.0,Lavonte David,7,2022-10-27 23:03:41.299999,54.0,TB,right,93.62,32.18,2.39,1.21,0.23,285.69,12.87,
10870062,89436,2022102700,3806,38588.0,Lavonte David,8,2022-10-27 23:03:41.400000,54.0,TB,right,93.68,32.43,2.63,1.22,0.26,289.19,13.31,
10870063,89437,2022102700,3806,38588.0,Lavonte David,9,2022-10-27 23:03:41.500000,54.0,TB,right,93.75,32.71,2.86,1.38,0.29,297.5,14.48,
10870064,89438,2022102700,3806,38588.0,Lavonte David,10,2022-10-27 23:03:41.599999,54.0,TB,right,93.82,33.02,3.21,1.7,0.32,301.46,12.56,
10870065,89439,2022102700,3806,38588.0,Lavonte David,11,2022-10-27 23:03:41.700000,54.0,TB,right,93.88,33.36,3.48,1.7,0.34,303.84,11.36,
10870066,89440,2022102700,3806,38588.0,Lavonte David,12,2022-10-27 23:03:41.799999,54.0,TB,right,93.95,33.72,3.72,1.59,0.37,305.35,10.72,
10870067,89441,2022102700,3806,38588.0,Lavonte David,13,2022-10-27 23:03:41.900000,54.0,TB,right,94.03,34.1,3.93,1.34,0.39,307.42,10.8,
10870068,89442,2022102700,3806,38588.0,Lavonte David,14,2022-10-27 23:03:42.000000,54.0,TB,right,94.11,34.52,4.32,1.66,0.43,311.22,11.06,
10870069,89443,2022102700,3806,38588.0,Lavonte David,15,2022-10-27 23:03:42.099999,54.0,TB,right,94.2,34.97,4.61,1.6,0.46,313.18,11.04,
10870070,89444,2022102700,3806,38588.0,Lavonte David,16,2022-10-27 23:03:42.200000,54.0,TB,right,94.3,35.45,4.87,1.45,0.49,314.18,11.45,
10870071,89445,2022102700,3806,38588.0,Lavonte David,17,2022-10-27 23:03:42.299999,54.0,TB,right,94.4,35.94,5.09,1.28,0.51,314.92,11.89,
10870072,89446,2022102700,3806,38588.0,Lavonte David,18,2022-10-27 23:03:42.400000,54.0,TB,right,94.52,36.46,5.3,1.12,0.53,314.92,12.31,
10870073,89447,2022102700,3806,38588.0,Lavonte David,19,2022-10-27 23:03:42.500000,54.0,TB,right,94.65,36.98,5.4,0.78,0.54,318.51,13.61,handoff
10870074,89448,2022102700,3806,38588.0,Lavonte David,20,2022-10-27 23:03:42.599999,54.0,TB,right,94.79,37.53,5.61,0.84,0.57,321.0,14.94,
10870075,89449,2022102700,3806,38588.0,Lavonte David,21,2022-10-27 23:03:42.700000,54.0,TB,right,94.95,38.09,5.8,0.91,0.58,317.17,16.02,
10870076,89450,2022102700,3806,38588.0,Lavonte David,22,2022-10-27 23:03:42.799999,54.0,TB,right,95.13,38.66,5.95,1.19,0.59,318.47,17.51,
10870077,89451,2022102700,3806,38588.0,Lavonte David,23,2022-10-27 23:03:42.900000,54.0,TB,right,95.32,39.24,6.09,1.15,0.61,317.7,18.85,
10870078,89452,2022102700,3806,38588.0,Lavonte David,24,2022-10-27 23:03:43.000000,54.0,TB,right,95.54,39.82,6.2,1.31,0.62,313.96,20.77,
10870079,89453,2022102700,3806,38588.0,Lavonte David,25,2022-10-27 23:03:43.099999,54.0,TB,right,95.78,40.39,6.27,1.55,0.62,315.47,23.04,
10870080,89454,2022102700,3806,38588.0,Lavonte David,26,2022-10-27 23:03:43.200000,54.0,TB,right,96.04,40.96,6.2,1.59,0.62,309.5,24.85,
10870081,89455,2022102700,3806,38588.0,Lavonte David,27,2022-10-27 23:03:43.299999,54.0,TB,right,96.31,41.51,6.11,1.75,0.61,301.71,26.67,
10870082,89456,2022102700,3806,38588.0,Lavonte David,28,2022-10-27 23:03:43.400000,54.0,TB,right,96.59,42.04,5.94,2.12,0.6,292.22,28.84,
10870083,89457,2022102700,3806,38588.0,Lavonte David,29,2022-10-27 23:03:43.500000,54.0,TB,right,96.89,42.53,5.73,2.67,0.58,277.44,31.69,
10870084,89458,2022102700,3806,38588.0,Lavonte David,30,2022-10-27 23:03:43.599999,54.0,TB,right,97.19,43.01,5.53,2.8,0.56,264.0,33.6,
10870085,89459,2022102700,3806,38588.0,Lavonte David,31,2022-10-27 23:03:43.700000,54.0,TB,right,97.51,43.45,5.34,2.88,0.54,252.97,36.5,
10870086,89460,2022102700,3806,38588.0,Lavonte David,32,2022-10-27 23:03:43.799999,54.0,TB,right,97.83,43.86,5.12,2.88,0.52,246.21,39.08,
10870087,89461,2022102700,3806,38588.0,Lavonte David,33,2022-10-27 23:03:43.900000,54.0,TB,right,98.16,44.24,4.89,2.92,0.5,237.75,42.05,
10870088,89462,2022102700,3806,38588.0,Lavonte David,34,2022-10-27 23:03:44.000000,54.0,TB,right,98.49,44.58,4.64,3.13,0.47,232.95,44.88,
10870089,89463,2022102700,3806,38588.0,Lavonte David,35,2022-10-27 23:03:44.099999,54.0,TB,right,98.81,44.88,4.31,3.35,0.44,224.64,48.54,
10870090,89464,2022102700,3806,38588.0,Lavonte David,36,2022-10-27 23:03:44.200000,54.0,TB,right,99.13,45.15,4.04,3.23,0.42,222.25,51.71,
10870091,89465,2022102700,3806,38588.0,Lavonte David,37,2022-10-27 23:03:44.299999,54.0,TB,right,99.44,45.38,3.7,3.18,0.38,208.82,54.15,
10870092,89466,2022102700,3806,38588.0,Lavonte David,38,2022-10-27 23:03:44.400000,54.0,TB,right,99.72,45.58,3.34,3.15,0.34,208.0,56.43,
10870093,89467,2022102700,3806,38588.0,Lavonte David,39,2022-10-27 23:03:44.500000,54.0,TB,right,99.97,45.73,2.93,3.34,0.3,199.26,60.03,
10870094,89468,2022102700,3806,38588.0,Lavonte David,40,2022-10-27 23:03:44.599999,54.0,TB,right,100.21,45.86,2.57,3.31,0.27,183.69,63.61,
10870095,89469,2022102700,3806,38588.0,Lavonte David,41,2022-10-27 23:03:44.700000,54.0,TB,right,100.43,45.96,2.25,3.13,0.24,169.99,67.54,
10870096,89470,2022102700,3806,38588.0,Lavonte David,42,2022-10-27 23:03:44.799999,54.0,TB,right,100.62,46.03,1.96,2.99,0.21,158.08,71.82,first_contact
10870097,89471,2022102700,3806,38588.0,Lavonte David,43,2022-10-27 23:03:44.900000,54.0,TB,right,100.8,46.08,1.71,2.69,0.18,151.97,75.65,
10870098,89472,2022102700,3806,38588.0,Lavonte David,44,2022-10-27 23:03:45.000000,54.0,TB,right,100.95,46.11,1.38,2.84,0.15,151.97,83.01,
10870099,89473,2022102700,3806,38588.0,Lavonte David,45,2022-10-27 23:03:45.099999,54.0,TB,right,101.08,46.11,1.2,2.54,0.13,153.18,92.46,
10870100,89474,2022102700,3806,38588.0,Lavonte David,46,2022-10-27 23:03:45.200000,54.0,TB,right,101.18,46.1,1.03,2.38,0.11,155.7,104.12,
10870101,89475,2022102700,3806,38588.0,Lavonte David,47,2022-10-27 23:03:45.299999,54.0,TB,right,101.28,46.06,1.03,2.08,0.11,157.48,117.79,
10870102,89476,2022102700,3806,38588.0,Lavonte David,48,2022-10-27 23:03:45.400000,54.0,TB,right,101.37,46.0,1.01,1.79,0.1,156.23,129.21,
10870103,89477,2022102700,3806,38588.0,Lavonte David,49,2022-10-27 23:03:45.500000,54.0,TB,right,101.44,45.93,1.01,1.53,0.1,157.72,139.44,
10870104,89478,2022102700,3806,38588.0,Lavonte David,50,2022-10-27 23:03:45.599999,54.0,TB,right,101.49,45.85,1.03,1.32,0.1,159.44,148.89,
10870105,89479,2022102700,3806,38588.0,Lavonte David,51,2022-10-27 23:03:45.700000,54.0,TB,right,101.55,45.75,1.1,1.06,0.11,160.52,154.22,
10870106,89480,2022102700,3806,38588.0,Lavonte David,52,2022-10-27 23:03:45.799999,54.0,TB,right,101.59,45.65,1.12,0.74,0.11,160.52,157.15,
10870107,89481,2022102700,3806,38588.0,Lavonte David,53,2022-10-27 23:03:45.900000,54.0,TB,right,101.63,45.54,1.15,0.67,0.11,160.52,162.3,
10870108,89482,2022102700,3806,38588.0,Lavonte David,54,2022-10-27 23:03:46.000000,54.0,TB,right,101.65,45.42,1.23,0.78,0.12,159.52,169.14,
10870109,89483,2022102700,3806,38588.0,Lavonte David,55,2022-10-27 23:03:46.099999,54.0,TB,right,101.66,45.29,1.28,0.86,0.13,158.68,175.47,
10870110,89484,2022102700,3806,38588.0,Lavonte David,56,2022-10-27 23:03:46.200000,54.0,TB,right,101.67,45.16,1.32,0.86,0.13,153.83,179.36,
10870111,89485,2022102700,3806,38588.0,Lavonte David,57,2022-10-27 23:03:46.299999,54.0,TB,right,101.67,45.03,1.33,0.78,0.13,149.12,183.4,
10870112,89486,2022102700,3806,38588.0,Lavonte David,58,2022-10-27 23:03:46.400000,54.0,TB,right,101.66,44.9,1.33,0.57,0.13,146.85,184.95,
10870113,89487,2022102700,3806,38588.0,Lavonte David,59,2022-10-27 23:03:46.500000,54.0,TB,right,101.64,44.76,1.35,0.5,0.14,143.78,187.47,
10870114,89488,2022102700,3806,38588.0,Lavonte David,60,2022-10-27 23:03:46.599999,54.0,TB,right,101.62,44.64,1.28,0.64,0.13,142.8,192.24,
10870115,89489,2022102700,3806,38588.0,Lavonte David,61,2022-10-27 23:03:46.700000,54.0,TB,right,101.58,44.51,1.27,0.65,0.13,142.8,195.85,
10870116,89490,2022102700,3806,38588.0,Lavonte David,62,2022-10-27 23:03:46.799999,54.0,TB,right,101.55,44.39,1.27,0.57,0.13,147.99,197.9,
10870117,89491,2022102700,3806,38588.0,Lavonte David,63,2022-10-27 23:03:46.900000,54.0,TB,right,101.5,44.27,1.27,0.54,0.13,152.19,200.73,
10870118,89492,2022102700,3806,38588.0,Lavonte David,64,2022-10-27 23:03:47.000000,54.0,TB,right,101.46,44.15,1.21,0.43,0.12,152.19,200.29,
10870119,89493,2022102700,3806,38588.0,Lavonte David,65,2022-10-27 23:03:47.099999,54.0,TB,right,101.42,44.03,1.22,0.23,0.12,150.7,199.14,
10870120,89494,2022102700,3806,38588.0,Lavonte David,66,2022-10-27 23:03:47.200000,54.0,TB,right,101.38,43.91,1.22,0.24,0.12,166.45,197.83,
10870121,89495,2022102700,3806,38588.0,Lavonte David,67,2022-10-27 23:03:47.299999,54.0,TB,right,101.35,43.79,1.31,0.3,0.13,49.49,195.7,
10870122,89496,2022102700,3806,38588.0,Lavonte David,68,2022-10-27 23:03:47.400000,54.0,TB,right,101.31,43.66,1.33,0.31,0.13,27.67,193.83,
10870123,89497,2022102700,3806,38588.0,Lavonte David,69,2022-10-27 23:03:47.500000,54.0,TB,right,101.27,43.54,1.26,0.17,0.12,35.55,197.42,
10870124,89498,2022102700,3806,38588.0,Lavonte David,70,2022-10-27 23:03:47.599999,54.0,TB,right,101.23,43.43,1.23,0.25,0.12,36.28,196.9,tackle
10870125,89499,2022102700,3806,38588.0,Lavonte David,71,2022-10-27 23:03:47.700000,54.0,TB,right,101.2,43.3,1.26,0.2,0.13,38.44,197.95,
10870126,89500,2022102700,3806,38588.0,Lavonte David,72,2022-10-27 23:03:47.799999,54.0,TB,right,101.15,43.18,1.31,0.18,0.13,50.96,199.03,
10870127,89501,2022102700,3806,38588.0,Lavonte David,73,2022-10-27 23:03:47.900000,54.0,TB,right,101.1,43.05,1.37,0.74,0.14,48.1,204.62,
10870128,89502,2022102700,3806,38588.0,Lavonte David,74,2022-10-27 23:03:48.000000,54.0,TB,right,101.04,42.93,1.37,0.52,0.14,44.69,206.11,
10870129,89503,2022102700,3806,40074.0,William Gholston,1,2022-10-27 23:03:40.700000,92.0,TB,right,93.53,27.3,0.65,0.44,0.06,314.95,354.43,
10870130,89504,2022102700,3806,40074.0,William Gholston,2,2022-10-27 23:03:40.799999,92.0,TB,right,93.53,27.32,0.51,0.14,0.02,310.5,351.83,
10870131,89505,2022102700,3806,40074.0,William Gholston,3,2022-10-27 23:03:40.900000,92.0,TB,right,93.51,27.37,0.48,0.41,0.05,310.5,347.47,
10870132,89506,2022102700,3806,40074.0,William Gholston,4,2022-10-27 23:03:41.000000,92.0,TB,right,93.51,27.42,0.48,0.4,0.06,309.14,348.54,
10870133,89507,2022102700,3806,40074.0,William Gholston,5,2022-10-27 23:03:41.099999,92.0,TB,right,93.5,27.45,0.38,0.62,0.03,304.73,346.84,
10870134,89508,2022102700,3806,40074.0,William Gholston,6,2022-10-27 23:03:41.200000,92.0,TB,right,93.48,27.51,0.42,0.4,0.06,305.34,340.59,ball_snap
10870135,89509,2022102700,3806,40074.0,William Gholston,7,2022-10-27 23:03:41.299999,92.0,TB,right,93.46,27.55,0.44,0.29,0.05,305.34,333.55,
10870136,89510,2022102700,3806,40074.0,William Gholston,8,2022-10-27 23:03:41.400000,92.0,TB,right,93.43,27.59,0.43,0.33,0.04,299.93,325.63,
10870137,89511,2022102700,3806,40074.0,William Gholston,9,2022-10-27 23:03:41.500000,92.0,TB,right,93.37,27.59,0.52,1.08,0.06,282.56,283.38,
10870138,89512,2022102700,3806,40074.0,William Gholston,10,2022-10-27 23:03:41.599999,92.0,TB,right,93.29,27.57,0.75,1.47,0.08,271.01,260.69,
10870139,89513,2022102700,3806,40074.0,William Gholston,11,2022-10-27 23:03:41.700000,92.0,TB,right,93.2,27.53,1.01,1.87,0.1,274.57,246.02,
10870140,89514,2022102700,3806,40074.0,William Gholston,12,2022-10-27 23:03:41.799999,92.0,TB,right,93.09,27.45,1.36,2.12,0.14,271.06,235.54,
10870141,89515,2022102700,3806,40074.0,William Gholston,13,2022-10-27 23:03:41.900000,92.0,TB,right,92.95,27.33,1.79,2.0,0.18,268.15,231.03,
10870142,89516,2022102700,3806,40074.0,William Gholston,14,2022-10-27 23:03:42.000000,92.0,TB,right,92.76,27.18,2.26,1.99,0.24,263.94,230.03,
10870143,89517,2022102700,3806,40074.0,William Gholston,15,2022-10-27 23:03:42.099999,92.0,TB,right,92.56,27.01,2.62,1.86,0.27,258.5,228.5,
